aggregate,key,count,mean_cosine_similarity,min_cosine_similarity,max_cosine_similarity
layer_head,0/8,46,0.19719234978971223,0.00023962439445313066,0.5955919027328491
layer_head,0/9,46,0.30303472406028403,0.017068523913621902,0.6005058884620667
layer_head,1/0,46,0.1969128487550694,0.11220522969961166,0.2830702066421509
layer_head,1/1,46,0.21155017646758453,0.12778203189373016,0.3174017071723938
layer_head,1/10,46,0.26884120346411416,0.13038761913776398,0.35442203283309937
layer_head,1/11,46,0.2627656158545743,0.20251105725765228,0.3234791159629822
layer_head,1/12,46,0.25903334954510565,0.18297168612480164,0.34706249833106995
layer_head,1/13,46,0.23792527891371562,0.10116138309240341,0.30494317412376404
layer_head,1/14,46,0.29425255273995193,0.19944344460964203,0.37449878454208374
layer_head,1/15,46,0.1895436957154585,0.06413646787405014,0.2960232198238373
layer_head,1/16,46,0.21780337555252988,0.14162202179431915,0.27531635761260986
layer_head,1/17,46,0.20774347756219946,0.01736501045525074,0.5238157510757446
layer_head,1/18,46,0.3336211248584416,0.30102238059043884,0.3802544176578522
layer_head,1/19,46,0.3075088735507882,0.19090679287910461,0.3594032824039459
layer_head,1/2,46,0.27770924600570096,0.22750146687030792,0.3525136411190033
layer_head,1/20,46,0.2909189857866453,0.20601831376552582,0.3790106773376465
layer_head,1/21,46,0.3342427245300749,0.2259751409292221,0.4659830629825592
layer_head,1/22,46,0.18611942782350208,0.1108161062002182,0.2837413251399994
layer_head,1/23,46,0.22093233077422433,0.17539413273334503,0.2953725755214691
layer_head,1/3,46,0.22531525223799373,0.01234455406665802,0.35942044854164124
layer_head,1/4,46,0.22327822900336722,0.15185146033763885,0.3742624819278717
layer_head,1/5,46,0.20194174887855415,0.013699853792786598,0.35707178711891174
layer_head,1/6,46,0.2549828828676887,0.13566385209560394,0.43149104714393616
layer_head,1/7,46,0.2763430858435838,0.24654421210289001,0.3057464361190796
layer_head,1/8,46,0.20139760661708273,0.057190265506505966,0.2769664525985718
layer_head,1/9,46,0.2861811217406522,0.15094919502735138,0.38647979497909546
layer_head,10/0,46,0.2272686464914485,0.005984972231090069,0.8195446729660034
layer_head,10/1,46,0.5338031581562498,0.1418270617723465,0.934566855430603
layer_head,10/10,46,0.8786126621391462,0.511337399482727,0.9900968074798584
layer_head,10/11,46,0.8581755705501722,0.3097010552883148,0.9954795241355896
layer_head,10/12,46,0.4700304600207702,0.03446336090564728,0.9069358706474304
layer_head,10/13,46,0.5183418074055858,0.11339383572340012,0.9205723404884338
layer_head,10/14,46,0.7338711732755536,0.10061188042163849,0.9676642417907715
layer_head,10/15,46,0.9477004201515861,0.872845470905304,0.9944217205047607
layer_head,10/16,46,0.9392316341400146,0.2652520537376404,0.9988799095153809
layer_head,10/17,46,0.7656398927387984,0.4244808256626129,0.9170024991035461
layer_head,10/18,46,0.6828430644843889,0.4425104260444641,0.9045523405075073
layer_head,10/19,46,0.743037690287051,0.31824958324432373,0.9405496716499329
layer_head,10/2,46,0.8087835616391638,0.4347832500934601,0.989688515663147
layer_head,10/20,46,0.7470018837762915,0.29834479093551636,0.9655293822288513
layer_head,10/21,46,0.7023721149434214,0.2581474483013153,0.9938290119171143
layer_head,10/22,46,0.5481206175425778,0.16027627885341644,0.9942720532417297
layer_head,10/23,46,0.2912004506620376,0.04239822179079056,0.8477384448051453
layer_head,10/3,46,0.27146457767356996,0.012254564091563225,0.9164783954620361
layer_head,10/4,46,0.09484022965973607,0.0006990897818468511,0.9181584119796753
layer_head,10/5,46,0.4539577290415764,0.24698235094547272,0.9591584205627441
layer_head,10/6,46,0.6219275017147479,0.07940225303173065,0.9683906435966492
